Volatility 3 Framework 2.7.0

PID	Process	Offset	Start VPN	End VPN	Tag	Protection	CommitCharge	PrivateMemory	Parent	File	File output
688	svchost.exe	0x89a10238	0x360000	0x360fff	Vadl	PAGE_READWRITE	1	1	0x89a03008	N/A	Disabled
688	svchost.exe	0x89ac4be8	0x370000	0x37ffff	VadS	PAGE_READWRITE	8	1	0x89a10238	N/A	Disabled
688	svchost.exe	0x89b31ac8	0x380000	0x381fff	Vad 	PAGE_READONLY	0	0	0x89ac4be8	N/A	Disabled
688	svchost.exe	0x899ec338	0x3a0000	0x3a1fff	Vad 	PAGE_READONLY	0	0	0x89b31ac8	N/A	Disabled
688	svchost.exe	0x89a8ba50	0x390000	0x39ffff	VadS	PAGE_READWRITE	4	1	0x899ec338	N/A	Disabled
688	svchost.exe	0x899dc1e0	0x420000	0x522fff	Vad 	PAGE_READONLY	0	0	0x89ab4628	N/A	Disabled
688	svchost.exe	0x899f91a0	0x3d0000	0x3d2fff	Vad 	PAGE_READONLY	0	0	0x899dc1e0	\WINDOWS\system32\ctype.nls	Disabled
688	svchost.exe	0x89aa3200	0x3c0000	0x3cffff	VadS	PAGE_READWRITE	4	1	0x899f91a0	N/A	Disabled
688	svchost.exe	0x89a80e78	0x3e0000	0x41ffff	VadS	PAGE_READWRITE	3	1	0x899f91a0	N/A	Disabled
688	svchost.exe	0x89aa8a50	0x5b0000	0x62ffff	VadS	PAGE_READWRITE	1	1	0x899dc1e0	N/A	Disabled
688	svchost.exe	0x899ef1c8	0x530000	0x5affff	Vad 	PAGE_EXECUTE_READ	0	0	0x89aa8a50	N/A	Disabled
688	svchost.exe	0x89a88720	0x670000	0x6affff	VadS	PAGE_READWRITE	5	1	0x89aa8a50	N/A	Disabled
688	svchost.exe	0x899c4108	0x630000	0x66ffff	VadS	PAGE_READWRITE	5	1	0x89a88720	N/A	Disabled
688	svchost.exe	0x89add550	0x6b0000	0x6b0fff	Vad 	PAGE_READWRITE	0	0	0x89a88720	N/A	Disabled
688	svchost.exe	0x8982e298	0x6c0000	0x6cffff	VadS	PAGE_NOACCESS	1	1	0x89add550	N/A	Disabled
688	svchost.exe	0x89ac9be8	0xa30000	0xa6ffff	VadS	PAGE_READWRITE	5	1	0x899bb1a8	N/A	Disabled
688	svchost.exe	0x89afe088	0x6e0000	0x9a4fff	Vad 	PAGE_EXECUTE_WRITECOPY	0	0	0x89ac9be8	\WINDOWS\system32\xpsp2res.dll	Disabled
688	svchost.exe	0x89ac3418	0x9f0000	0xa2ffff	VadS	PAGE_READWRITE	5	1	0x89afe088	N/A	Disabled
688	svchost.exe	0x89aad960	0xab0000	0xbaffff	VadS	PAGE_READWRITE	256	1	0x89ac9be8	N/A	Disabled
688	svchost.exe	0x899f0af8	0xa70000	0xaaffff	VadS	PAGE_READWRITE	5	1	0x89aad960	N/A	Disabled
688	svchost.exe	0x89a03080	0x1000000	0x1005fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a7d630	\WINDOWS\system32\svchost.exe	Disabled
688	svchost.exe	0x89a0a368	0xc80000	0xc81fff	Vad 	PAGE_READWRITE	0	0	0x89a03080	N/A	Disabled
688	svchost.exe	0x89ae0798	0xc00000	0xc3ffff	VadS	PAGE_READWRITE	5	1	0x89a0a368	N/A	Disabled
688	svchost.exe	0x8983c818	0xbc0000	0xbfffff	VadS	PAGE_READWRITE	5	1	0x89ae0798	N/A	Disabled
688	svchost.exe	0x89b49160	0xc40000	0xc7ffff	VadS	PAGE_READWRITE	5	1	0x89ae0798	N/A	Disabled
688	svchost.exe	0x898283d0	0xce0000	0xd1ffff	VadS	PAGE_READWRITE	5	1	0x89a0a368	N/A	Disabled
688	svchost.exe	0x89818978	0xca0000	0xcdffff	VadS	PAGE_READWRITE	5	1	0x898283d0	N/A	Disabled
688	svchost.exe	0x89a157e0	0xc90000	0xc91fff	Vad 	PAGE_READWRITE	0	0	0x89818978	N/A	Disabled
688	svchost.exe	0x89818f78	0xd60000	0xd9ffff	VadS	PAGE_READWRITE	5	1	0x898283d0	N/A	Disabled
688	svchost.exe	0x899cd1f0	0xd20000	0xd5ffff	VadS	PAGE_READWRITE	5	1	0x89818f78	N/A	Disabled
688	svchost.exe	0x899c9f00	0xde0000	0xe1ffff	VadS	PAGE_READWRITE	4	1	0x89818f78	N/A	Disabled
688	svchost.exe	0x899c96f8	0xda0000	0xddffff	VadS	PAGE_READWRITE	4	1	0x899c9f00	N/A	Disabled
688	svchost.exe	0x89a82b68	0xe30000	0xe31fff	Vad 	PAGE_READWRITE	0	0	0x899c9f00	N/A	Disabled
688	svchost.exe	0x89a97f00	0xe20000	0xe20fff	VadS	PAGE_READWRITE	1	1	0x89a82b68	N/A	Disabled
688	svchost.exe	0x89c022d8	0xe80000	0xebffff	VadS	PAGE_READWRITE	4	1	0x89a82b68	N/A	Disabled
688	svchost.exe	0x89a987c8	0xe40000	0xe7ffff	VadS	PAGE_READWRITE	4	1	0x89c022d8	N/A	Disabled
688	svchost.exe	0x89a02f10	0xec0000	0xefffff	VadS	PAGE_READWRITE	4	1	0x89c022d8	N/A	Disabled
688	svchost.exe	0x89c01f08	0xf00000	0xf0dfff	Vad 	PAGE_READWRITE	0	0	0x89a02f10	N/A	Disabled
688	svchost.exe	0x89acd130	0x7c900000	0x7c9b1fff	Vad 	PAGE_EXECUTE_WRITECOPY	5	0	0x89a03080	\WINDOWS\system32\ntdll.dll	Disabled
688	svchost.exe	0x89a0c0b0	0x7c800000	0x7c8f5fff	Vad 	PAGE_EXECUTE_WRITECOPY	6	0	0x89acd130	\WINDOWS\system32\kernel32.dll	Disabled
688	svchost.exe	0x89a11138	0x77dd0000	0x77e6afff	Vad 	PAGE_EXECUTE_WRITECOPY	6	0	0x89a0c0b0	\WINDOWS\system32\advapi32.dll	Disabled
688	svchost.exe	0x899fe1e8	0x5cb70000	0x5cb95fff	Vad 	PAGE_EXECUTE_WRITECOPY	21	0	0x89a11138	\WINDOWS\system32\shimeng.dll	Disabled
688	svchost.exe	0x899f91d0	0x5ad70000	0x5ada7fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x899fe1e8	\WINDOWS\system32\uxtheme.dll	Disabled
688	svchost.exe	0x89a89328	0x59c00000	0x59c06fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x899f91d0	\WINDOWS\system32\credssp.dll	Disabled
688	svchost.exe	0x89a11618	0x1010000	0x240ffff	VadS	PAGE_READWRITE	0	1	0x89a89328	N/A	Disabled
688	svchost.exe	0x89a0d2c8	0x5b860000	0x5b8b5fff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0x899f91d0	\WINDOWS\system32\netapi32.dll	Disabled
688	svchost.exe	0x899d32c8	0x6f880000	0x6fa49fff	Vad 	PAGE_EXECUTE_WRITECOPY	10	0	0x899fe1e8	\WINDOWS\AppPatch\AcGenral.dll	Disabled
688	svchost.exe	0x899ef198	0x629c0000	0x629c8fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x899d32c8	\WINDOWS\system32\lpk.dll	Disabled
688	svchost.exe	0x899ec3c0	0x5d090000	0x5d129fff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0x899ef198	\WINDOWS\system32\comctl32.dll	Disabled
688	svchost.exe	0x89abe6e0	0x68000000	0x68035fff	Vad 	PAGE_EXECUTE_WRITECOPY	5	0	0x899ef198	\WINDOWS\system32\rsaenh.dll	Disabled
688	svchost.exe	0x899d3238	0x76b40000	0x76b6cfff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0x899d32c8	\WINDOWS\system32\winmm.dll	Disabled
688	svchost.exe	0x899f9200	0x769c0000	0x76a73fff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0x899d3238	\WINDOWS\system32\userenv.dll	Disabled
688	svchost.exe	0x899dc248	0x76390000	0x763acfff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x899f9200	\WINDOWS\system32\imm32.dll	Disabled
688	svchost.exe	0x899ef168	0x74d90000	0x74dfafff	Vad 	PAGE_EXECUTE_WRITECOPY	17	0	0x899dc248	\WINDOWS\system32\usp10.dll	Disabled
688	svchost.exe	0x89a99da8	0x71bf0000	0x71c02fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x899ef168	\WINDOWS\system32\samlib.dll	Disabled
688	svchost.exe	0x89a0d420	0x71ab0000	0x71ac6fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a99da8	\WINDOWS\system32\ws2_32.dll	Disabled
688	svchost.exe	0x89c0c568	0x71aa0000	0x71aa7fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a0d420	\WINDOWS\system32\ws2help.dll	Disabled
688	svchost.exe	0x89a9f890	0x760f0000	0x76142fff	Vad 	PAGE_EXECUTE_WRITECOPY	11	0	0x899ef168	\WINDOWS\system32\termsrv.dll	Disabled
688	svchost.exe	0x89a9f860	0x74f70000	0x74f75fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a9f890	\WINDOWS\system32\icaapi.dll	Disabled
688	svchost.exe	0x899d6230	0x75110000	0x7512efff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a9f860	\WINDOWS\system32\mstlsapi.dll	Disabled
688	svchost.exe	0x89a89388	0x767f0000	0x76818fff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0x899dc248	\WINDOWS\system32\schannel.dll	Disabled
688	svchost.exe	0x89a0d450	0x76a80000	0x76ae3fff	Vad 	PAGE_EXECUTE_WRITECOPY	34	0	0x899f9200	\WINDOWS\system32\rpcss.dll	Disabled
688	svchost.exe	0x899ce958	0x76b20000	0x76b30fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a0d450	\WINDOWS\system32\atl.dll	Disabled
688	svchost.exe	0x899d3208	0x774e0000	0x7761dfff	Vad 	PAGE_EXECUTE_WRITECOPY	8	0	0x899d3238	\WINDOWS\system32\ole32.dll	Disabled
688	svchost.exe	0x899d31a8	0x77120000	0x771aafff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0x899d3208	\WINDOWS\system32\oleaut32.dll	Disabled
688	svchost.exe	0x89a99d78	0x76f60000	0x76f8bfff	Vad 	PAGE_EXECUTE_WRITECOPY	9	0	0x899d31a8	\WINDOWS\system32\wldap32.dll	Disabled
688	svchost.exe	0x89a9f830	0x76c30000	0x76c5dfff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a99d78	\WINDOWS\system32\wintrust.dll	Disabled
688	svchost.exe	0x89a13638	0x76bc0000	0x76bcefff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a9f830	\WINDOWS\system32\regapi.dll	Disabled
688	svchost.exe	0x89a9f800	0x76c90000	0x76cb8fff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0x89a9f830	\WINDOWS\system32\imagehlp.dll	Disabled
688	svchost.exe	0x899ce988	0x76e10000	0x76e34fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a9f800	\WINDOWS\system32\adsldpc.dll	Disabled
688	svchost.exe	0x898234b0	0x76fd0000	0x7704efff	Vad 	PAGE_EXECUTE_WRITECOPY	6	0	0x89a99d78	\WINDOWS\system32\clbcatq.dll	Disabled
688	svchost.exe	0x89823480	0x77050000	0x77114fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x898234b0	\WINDOWS\system32\comres.dll	Disabled
688	svchost.exe	0x89b31b50	0x773d0000	0x774d2fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x899d31a8	\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll	Disabled
688	svchost.exe	0x899d31d8	0x77c10000	0x77c67fff	Vad 	PAGE_EXECUTE_WRITECOPY	8	0	0x899d3208	\WINDOWS\system32\msvcrt.dll	Disabled
688	svchost.exe	0x899f92c0	0x77be0000	0x77bf4fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x899d31d8	\WINDOWS\system32\msacm32.dll	Disabled
688	svchost.exe	0x89a1dd48	0x77690000	0x776b0fff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0x899f92c0	\WINDOWS\system32\ntmarta.dll	Disabled
688	svchost.exe	0x89a893b8	0x77a80000	0x77b16fff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0x89a1dd48	\WINDOWS\system32\crypt32.dll	Disabled
688	svchost.exe	0x89ab6a60	0x77920000	0x77a12fff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0x89a893b8	\WINDOWS\system32\setupapi.dll	Disabled
688	svchost.exe	0x89a9f7d0	0x776c0000	0x776d1fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89ab6a60	\WINDOWS\system32\authz.dll	Disabled
688	svchost.exe	0x89a89358	0x77b20000	0x77b31fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a893b8	\WINDOWS\system32\msasn1.dll	Disabled
688	svchost.exe	0x899eabe8	0x77b40000	0x77b61fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a89358	\WINDOWS\system32\apphelp.dll	Disabled
688	svchost.exe	0x899f9290	0x77c00000	0x77c07fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x899f92c0	\WINDOWS\system32\version.dll	Disabled
688	svchost.exe	0x899d6200	0x77cc0000	0x77cf1fff	Vad 	PAGE_EXECUTE_WRITECOPY	9	0	0x899d31d8	\WINDOWS\system32\activeds.dll	Disabled
688	svchost.exe	0x899fe248	0x77e70000	0x77f02fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a11138	\WINDOWS\system32\rpcrt4.dll	Disabled
688	svchost.exe	0x899fe218	0x77fe0000	0x77ff0fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x899fe248	\WINDOWS\system32\secur32.dll	Disabled
688	svchost.exe	0x899d3268	0x77f10000	0x77f58fff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0x899fe218	\WINDOWS\system32\gdi32.dll	Disabled
688	svchost.exe	0x899f9230	0x77f60000	0x77fd5fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x899d3268	\WINDOWS\system32\shlwapi.dll	Disabled
688	svchost.exe	0x89acd100	0x7ffb0000	0x7ffd3fff	Vad 	PAGE_READONLY	0	0	0x89acd130	N/A	Disabled
688	svchost.exe	0x89a06218	0x7f6f0000	0x7f7effff	Vad 	PAGE_EXECUTE_READ	0	0	0x89acd100	N/A	Disabled
688	svchost.exe	0x899ef128	0x7e410000	0x7e4a0fff	Vadl	PAGE_EXECUTE_WRITECOPY	3	0	0x89a06218	\WINDOWS\system32\user32.dll	Disabled
688	svchost.exe	0x899f9260	0x7c9c0000	0x7d1d7fff	Vad 	PAGE_EXECUTE_WRITECOPY	31	0	0x899ef128	\WINDOWS\system32\shell32.dll	Disabled
688	svchost.exe	0x89a8cf08	0x7ffaf000	0x7ffaffff	Vadl	PAGE_READWRITE	1	1	0x89a06218	N/A	Disabled
688	svchost.exe	0x89818f98	0x7ffae000	0x7ffaefff	Vadl	PAGE_READWRITE	1	1	0x89a8cf08	N/A	Disabled
688	svchost.exe	0x899c9748	0x7ffad000	0x7ffadfff	Vadl	PAGE_READWRITE	1	1	0x89818f98	N/A	Disabled
688	svchost.exe	0x899c96b8	0x7ffac000	0x7ffacfff	Vadl	PAGE_READWRITE	1	1	0x899c9748	N/A	Disabled
688	svchost.exe	0x89a97fc8	0x7ffab000	0x7ffabfff	Vadl	PAGE_READWRITE	1	1	0x899c96b8	N/A	Disabled
688	svchost.exe	0x89833b30	0x7ffa9000	0x7ffa9fff	Vadl	PAGE_READWRITE	1	1	0x89a97fc8	N/A	Disabled
688	svchost.exe	0x89c01e78	0x7ffa8000	0x7ffa8fff	Vadl	PAGE_READWRITE	1	1	0x89833b30	N/A	Disabled
688	svchost.exe	0x89a254e0	0x7ffaa000	0x7ffaafff	Vadl	PAGE_READWRITE	1	1	0x89833b30	N/A	Disabled
688	svchost.exe	0x89acd0c0	0x7ffdc000	0x7ffdcfff	Vadl	PAGE_READWRITE	1	1	0x89acd100	N/A	Disabled
688	svchost.exe	0x89a87c90	0x7ffda000	0x7ffdafff	Vadl	PAGE_READWRITE	1	1	0x89acd0c0	N/A	Disabled
688	svchost.exe	0x899e9d48	0x7ffd9000	0x7ffd9fff	Vadl	PAGE_READWRITE	1	1	0x89a87c90	N/A	Disabled
688	svchost.exe	0x89815e90	0x7ffd7000	0x7ffd7fff	Vadl	PAGE_READWRITE	1	1	0x899e9d48	N/A	Disabled
688	svchost.exe	0x89a15d00	0x7ffd6000	0x7ffd6fff	Vadl	PAGE_READWRITE	1	1	0x89815e90	N/A	Disabled
688	svchost.exe	0x898252f0	0x7ffd5000	0x7ffd5fff	Vadl	PAGE_READWRITE	1	1	0x89a15d00	N/A	Disabled
688	svchost.exe	0x89a8cf48	0x7ffd4000	0x7ffd4fff	Vadl	PAGE_READWRITE	1	1	0x898252f0	N/A	Disabled
688	svchost.exe	0x89c09f08	0x7ffd8000	0x7ffd8fff	Vadl	PAGE_READWRITE	1	1	0x89815e90	N/A	Disabled
688	svchost.exe	0x899cdac8	0x7ffdf000	0x7ffdffff	Vadl	PAGE_READWRITE	1	1	0x89acd0c0	N/A	Disabled
688	svchost.exe	0x89c0c528	0x7ffdd000	0x7ffddfff	Vadl	PAGE_READWRITE	1	1	0x899cdac8	N/A	Disabled
688	svchost.exe	0x899c7bc0	0x7ffde000	0x7ffdefff	Vadl	PAGE_READWRITE	1	1	0x89c0c528	N/A	Disabled
772	svchost.exe	0x89ad6e10	0x3b0000	0x3bffff	VadS	PAGE_READWRITE	9	1	0x0	N/A	Disabled
772	svchost.exe	0x89ab8b48	0x190000	0x19ffff	VadS	PAGE_READWRITE	6	1	0x89ad6e10	N/A	Disabled
772	svchost.exe	0x89ac2720	0x20000	0x20fff	VadS	PAGE_READWRITE	1	1	0x89ab8b48	N/A	Disabled
772	svchost.exe	0x89c0fed8	0x10000	0x10fff	VadS	PAGE_READWRITE	1	1	0x89ac2720	N/A	Disabled
772	svchost.exe	0x89a11210	0x80000	0x82fff	Vad 	PAGE_READONLY	0	0	0x89ac2720	N/A	Disabled
772	svchost.exe	0x89abf230	0x40000	0x7ffff	VadS	PAGE_READWRITE	5	1	0x89a11210	N/A	Disabled
772	svchost.exe	0x89a74be8	0x30000	0x3ffff	VadS	PAGE_READWRITE	8	1	0x89abf230	N/A	Disabled
772	svchost.exe	0x89a99be8	0x90000	0x18ffff	VadS	PAGE_READWRITE	76	1	0x89a11210	N/A	Disabled
772	svchost.exe	0x89b4c590	0x220000	0x260fff	Vad 	PAGE_READONLY	0	0	0x89ab8b48	\WINDOWS\system32\sortkey.nls	Disabled
772	svchost.exe	0x89b4c5f0	0x1b0000	0x1c5fff	Vad 	PAGE_READONLY	0	0	0x89b4c590	\WINDOWS\system32\unicode.nls	Disabled
772	svchost.exe	0x89a100e8	0x1a0000	0x1affff	Vad 	PAGE_READWRITE	0	0	0x89b4c5f0	N/A	Disabled
772	svchost.exe	0x89b4c5c0	0x1d0000	0x210fff	Vad 	PAGE_READONLY	0	0	0x89b4c5f0	\WINDOWS\system32\locale.nls	Disabled
772	svchost.exe	0x89b4c560	0x270000	0x275fff	Vad 	PAGE_READONLY	0	0	0x89b4c590	\WINDOWS\system32\sorttbls.nls	Disabled
772	svchost.exe	0x89b4c470	0x280000	0x347fff	Vad 	PAGE_EXECUTE_READ	0	0	0x89b4c560	N/A	Disabled
772	svchost.exe	0x89a050c8	0x350000	0x350fff	Vadl	PAGE_READWRITE	1	1	0x89b4c470	N/A	Disabled
772	svchost.exe	0x899dbd98	0x360000	0x360fff	Vadl	PAGE_READWRITE	1	1	0x89a050c8	N/A	Disabled
772	svchost.exe	0x89aa2ce0	0x370000	0x37ffff	VadS	PAGE_READWRITE	9	1	0x899dbd98	N/A	Disabled
772	svchost.exe	0x89ab95c0	0x380000	0x381fff	Vad 	PAGE_READONLY	0	0	0x89aa2ce0	N/A	Disabled
772	svchost.exe	0x89ab5b60	0x3a0000	0x3a1fff	Vad 	PAGE_READONLY	0	0	0x89ab95c0	N/A	Disabled
772	svchost.exe	0x89ac6ce0	0x390000	0x39ffff	VadS	PAGE_READWRITE	4	1	0x89ab5b60	N/A	Disabled
772	svchost.exe	0x89b44c50	0x1000000	0x1005fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89ad6e10	\WINDOWS\system32\svchost.exe	Disabled
772	svchost.exe	0x89aa84c0	0x420000	0x522fff	Vad 	PAGE_READONLY	0	0	0x89b44c50	N/A	Disabled
772	svchost.exe	0x899edd98	0x3d0000	0x3d2fff	Vad 	PAGE_READONLY	0	0	0x89aa84c0	\WINDOWS\system32\ctype.nls	Disabled
772	svchost.exe	0x89ad44b8	0x3c0000	0x3cffff	VadS	PAGE_READWRITE	4	1	0x899edd98	N/A	Disabled
772	svchost.exe	0x89ad3998	0x3e0000	0x41ffff	VadS	PAGE_READWRITE	3	1	0x899edd98	N/A	Disabled
772	svchost.exe	0x89ab5ad8	0x6d0000	0x6d1fff	Vad 	PAGE_READONLY	0	0	0x89aa84c0	N/A	Disabled
772	svchost.exe	0x89ad15d8	0x5b0000	0x62ffff	VadS	PAGE_READWRITE	1	1	0x89ab5ad8	N/A	Disabled
772	svchost.exe	0x89aa83a0	0x530000	0x5affff	Vad 	PAGE_EXECUTE_READ	0	0	0x89ad15d8	N/A	Disabled
772	svchost.exe	0x89ac6490	0x630000	0x66ffff	VadS	PAGE_READWRITE	7	1	0x89ad15d8	N/A	Disabled
772	svchost.exe	0x89a9fa50	0x670000	0x6affff	VadS	PAGE_READWRITE	5	1	0x89ac6490	N/A	Disabled
772	svchost.exe	0x89ac1e78	0x6b0000	0x6bffff	VadS	PAGE_READWRITE	12	1	0x89a9fa50	N/A	Disabled
772	svchost.exe	0x89b12240	0x6c0000	0x6cffff	VadS	PAGE_READWRITE	3	1	0x89ac1e78	N/A	Disabled
772	svchost.exe	0x89a9f628	0x9b0000	0x9effff	VadS	PAGE_READWRITE	5	1	0x89ab5ad8	N/A	Disabled
772	svchost.exe	0x89a063b8	0x6e0000	0x9a4fff	Vad 	PAGE_EXECUTE_WRITECOPY	0	0	0x89a9f628	\WINDOWS\system32\xpsp2res.dll	Disabled
772	svchost.exe	0x89a784a8	0xa30000	0xa6ffff	VadS	PAGE_READWRITE	4	1	0x89a9f628	N/A	Disabled
772	svchost.exe	0x89ace818	0x9f0000	0xa2ffff	VadS	PAGE_READWRITE	5	1	0x89a784a8	N/A	Disabled
772	svchost.exe	0x89ad0600	0xab0000	0xaeffff	VadS	PAGE_READWRITE	5	1	0x89a784a8	N/A	Disabled
772	svchost.exe	0x8982e760	0xaf0000	0xafffff	VadS	PAGE_NOACCESS	1	1	0x89ad0600	N/A	Disabled
772	svchost.exe	0x898240f0	0xb00000	0xb3ffff	VadS	PAGE_READWRITE	5	1	0x8982e760	N/A	Disabled
772	svchost.exe	0x898189d8	0xb80000	0xbbffff	VadS	PAGE_READWRITE	5	1	0x898240f0	N/A	Disabled
772	svchost.exe	0x89ac6008	0xbc0000	0xbfffff	VadS	PAGE_READWRITE	5	1	0x898189d8	N/A	Disabled
772	svchost.exe	0x899d20e0	0x7c900000	0x7c9b1fff	Vad 	PAGE_EXECUTE_WRITECOPY	5	0	0x89b44c50	\WINDOWS\system32\ntdll.dll	Disabled
772	svchost.exe	0x89a10118	0x7c800000	0x7c8f5fff	Vad 	PAGE_EXECUTE_WRITECOPY	6	0	0x899d20e0	\WINDOWS\system32\kernel32.dll	Disabled
772	svchost.exe	0x89b4c530	0x77dd0000	0x77e6afff	Vad 	PAGE_EXECUTE_WRITECOPY	6	0	0x89a10118	\WINDOWS\system32\advapi32.dll	Disabled
772	svchost.exe	0x89b4c4a0	0x5cb70000	0x5cb95fff	Vad 	PAGE_EXECUTE_WRITECOPY	21	0	0x89b4c530	\WINDOWS\system32\shimeng.dll	Disabled
772	svchost.exe	0x899eddc8	0x5ad70000	0x5ada7fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89b4c4a0	\WINDOWS\system32\uxtheme.dll	Disabled
772	svchost.exe	0x899fd818	0x59c00000	0x59c06fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x899eddc8	\WINDOWS\system32\credssp.dll	Disabled
772	svchost.exe	0x899fd7e8	0x5b860000	0x5b8b5fff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0x899eddc8	\WINDOWS\system32\netapi32.dll	Disabled
772	svchost.exe	0x89b4c3a8	0x6f880000	0x6fa49fff	Vad 	PAGE_EXECUTE_WRITECOPY	10	0	0x89b4c4a0	\WINDOWS\AppPatch\AcGenral.dll	Disabled
772	svchost.exe	0x89aa8340	0x629c0000	0x629c8fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89b4c3a8	\WINDOWS\system32\lpk.dll	Disabled
772	svchost.exe	0x89ac4560	0x5d090000	0x5d129fff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0x89aa8340	\WINDOWS\system32\comctl32.dll	Disabled
772	svchost.exe	0x89a5cda8	0x68000000	0x68035fff	Vad 	PAGE_EXECUTE_WRITECOPY	5	0	0x89aa8340	\WINDOWS\system32\rsaenh.dll	Disabled
772	svchost.exe	0x89af7f40	0x662b0000	0x66307fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a5cda8	\WINDOWS\system32\hnetcfg.dll	Disabled
772	svchost.exe	0x899edf78	0x76b40000	0x76b6cfff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0x89b4c3a8	\WINDOWS\system32\winmm.dll	Disabled
772	svchost.exe	0x899eddf8	0x769c0000	0x76a73fff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0x899edf78	\WINDOWS\system32\userenv.dll	Disabled
772	svchost.exe	0x89aa84f0	0x76390000	0x763acfff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x899eddf8	\WINDOWS\system32\imm32.dll	Disabled
772	svchost.exe	0x89ab0e40	0x74d90000	0x74dfafff	Vad 	PAGE_EXECUTE_WRITECOPY	17	0	0x89aa84f0	\WINDOWS\system32\usp10.dll	Disabled
772	svchost.exe	0x89a114e0	0x71ab0000	0x71ac6fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89ab0e40	\WINDOWS\system32\ws2_32.dll	Disabled
772	svchost.exe	0x89a114b0	0x71aa0000	0x71aa7fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a114e0	\WINDOWS\system32\ws2help.dll	Disabled
772	svchost.exe	0x89a5c640	0x71a50000	0x71a8efff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0x89a114b0	\WINDOWS\system32\mswsock.dll	Disabled
772	svchost.exe	0x89af7f10	0x71a90000	0x71a97fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a5c640	\WINDOWS\system32\wshtcpip.dll	Disabled
772	svchost.exe	0x89a067d0	0x767f0000	0x76818fff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0x89aa84f0	\WINDOWS\system32\schannel.dll	Disabled
772	svchost.exe	0x899f3c08	0x76a80000	0x76ae3fff	Vad 	PAGE_EXECUTE_WRITECOPY	34	0	0x899eddf8	\WINDOWS\system32\rpcss.dll	Disabled
772	svchost.exe	0x899edf48	0x774e0000	0x7761dfff	Vad 	PAGE_EXECUTE_WRITECOPY	8	0	0x899edf78	\WINDOWS\system32\ole32.dll	Disabled
